item_id,linear_terms,factors.0,factors.1,factors.2,factors.3,factors.4,factors.5,factors.6,factors.7
11416,-2.11151,0.496806,1.00316,0.416353,0.884099,-1.62794,-0.532621,-1.17988,0.749778
478,0.991947,-0.022776,-0.250772,0.251771,-0.646251,-0.799569,-0.299419,-0.186301,-0.84
40834,0.888592,0.531096,-0.539711,-0.0651422,0.848444,0.722845,0.118602,1.17408,-0.8726
1234,-0.128309,0.754056,0.313497,-0.623785,-0.292235,0.347572,0.169877,-0.528533,0.363609
2987,-0.198481,-0.291283,0.550886,0.516148,-0.0140407,0.0433427,0.0912861,0.147232,-0.554584
8222,-0.509675,0.0296907,0.324809,0.877585,-0.111247,-0.593337,0.133104,-0.284365,0.484433
8804,-1.27032,-0.185421,-0.29651,2.21283,-0.0792257,-1.33543,0.390108,0.834888,1.13247
25821,0.492812,1.56061,0.597994,-0.267776,-0.277801,-0.0221661,-0.632875,-0.485386,-0.4687
130899,-0.377003,-0.729435,-0.121794,0.35556,-0.443387,1.45253,-0.624229,-0.167857,0.857337
172818,0.803311,-0.13138,-0.235793,0.245633,1.34213,0.238434,-1.18269,0.2071,0.466921
155987,0.593319,-0.521626,-0.264537,0.535307,0.774718,0.387193,-0.723619,-0.142937,-0.481721
155695,-0.207445,-0.363031,0.143724,0.429182,-0.0930104,0.319754,-0.237348,-0.319998,0.141985
140865,-0.215881,-0.267725,-0.0995942,-0.000604828,-0.944476,0.351561,-0.121546,-1.04568,-0.839703
119890,0.926684,0.0210221,-0.714281,-0.0822078,0.218894,0.126333,-0.22282,0.376727,-0.168207
90419,0.841368,-0.630708,-0.515682,0.248104,-0.0407724,0.297754,-0.480459,0.190751,-0.144685
158973,0.178315,-1.19456,0.217848,0.800326,0.463949,0.154108,-0.63758,0.603292,0.0382304
6249,0.372381,-0.0674609,-0.434299,0.447721,-0.0160988,0.262486,0.0406603,0.500454,-0.449651
48726,0.949816,-0.426987,0.0441859,0.0103221,0.633231,-0.0464476,-0.571536,0.134381,-0.105306
137408,0.885852,-0.636325,-0.744823,0.624986,0.796767,-0.0750011,0.00838173,0.199381,0.171607
110277,0.673407,-0.381066,-0.0258103,0.239837,0.637392,0.159079,-0.503919,-0.235328,-0.219825
155068,1.1862,-0.0513817,0.0564958,0.101163,1.05165,-0.282931,-1.24065,-0.847887,0.0850318
162,-0.0354514,-0.483653,0.917664,-0.208928,-0.710905,0.354648,0.457232,-0.372138,0.169116
143741,0.265236,-0.0553099,0.216821,0.122554,0.410791,0.603561,-0.557692,-0.560768,-0.0974261
99081,-1.06732,0.687174,-0.117784,0.178155,0.0514493,1.23801,0.466444,0.0698443,0.512331
168435,0.675336,-0.0889121,-0.673944,0.447508,0.405917,0.589736,-0.431294,-0.493002,0.139814
34219,0.474416,-0.386085,-0.65036,-0.142942,0.266485,0.859973,-0.414521,-0.115527,0.0861413
171233,0.574989,0.550756,-0.773278,0.559675,0.880048,0.00805816,-0.527214,-1.13156,1.15638
2453,0.389897,0.208593,-0.692926,-0.0652855,-0.799822,0.531803,0.185301,0.0773765,-0.0834889
140933,0.331759,-0.137362,-0.213737,-0.0280583,0.29786,0.381681,-0.148638,-0.148322,-0.0518157
136280,0.318034,0.277105,-0.108654,-0.0089936,0.351823,1.17183,0.371884,0.180076,-0.340814
11,0.518525,0.0893287,-0.56902,-0.0436336,-0.345239,0.365178,0.134682,-0.0951223,-0.329268
131835,-0.120433,-0.329259,0.644463,0.592999,0.154059,-0.677822,0.0679397,0.148332,0.277084
136888,0.926871,-0.301126,-0.78408,0.456581,0.847248,0.259343,-0.508011,0.438508,-0.195251
137909,-0.191515,0.498448,-0.531433,0.349831,-0.270927,0.720991,-0.279563,-1.22891,0.27033
19237,0.113624,0.410426,0.352681,0.026872,0.00376468,0.534125,-0.157571,-0.54685,-0.187319
155362,0.512838,0.398899,0.0807264,0.173851,0.396055,0.782181,-0.627806,-0.500857,-0.258008
71906,0.620317,-0.357914,0.370239,0.0383038,0.593971,-0.520036,-0.649043,-0.018656,0.268395
114903,-0.362813,-0.100604,0.865158,-0.00975929,-0.23056,0.353278,0.92824,-0.0369218,0.406582
129320,0.0920827,-0.147945,-0.193731,0.33857,1.12377,-0.451362,-0.527257,-0.117421,0.659485
43443,-0.044586,-0.0942363,0.145804,0.690798,0.129266,-0.0124425,-0.113644,-0.0665,-0.264646
84876,1.3824,-0.338978,-0.959544,0.148179,0.835209,-0.0686961,0.321725,0.580284,-0.18362
125921,0.167608,0.404915,0.0877371,0.438127,-0.0637641,0.33658,0.378334,-0.564481,-0.327188
172287,0.949605,-0.31501,-0.0214574,0.314405,0.919159,0.410959,-0.301134,-0.349161,0.138277
3570,0.0370594,0.817996,-0.277954,0.0875579,-0.546776,0.471035,0.454286,-0.27348,-0.0440638
120515,-1.94298,-0.0405833,0.498769,1.7832,0.531725,0.732431,0.757531,-0.518883,0.793762
144566,0.537024,-2.14845,0.663285,-0.447014,0.360595,-0.500054,-0.790647,-0.245891,0.887123
120217,0.439129,-0.383241,0.434584,-0.117042,-0.144876,-0.0650506,-0.489143,-0.729736,-0.45023
133528,0.438509,0.165398,1.06468,-0.740365,0.496795,-0.254002,0.792905,-1.42857,-1.35426
36932,0.898799,-0.682054,0.409978,-0.592412,0.503345,0.368266,0.607921,-0.0235125,-0.318361
118174,0.601486,-0.458344,-0.275941,0.697457,0.0707515,-0.597221,-0.446467,0.149886,0.299832
39463,0.778267,-0.344612,0.983011,-0.767027,0.545628,0.827325,-0.809254,-0.561567,-0.543984
140863,0.0280872,0.297661,-0.257532,0.247752,0.421696,0.262741,-0.351206,-0.859232,0.508865
521,0.973985,0.829151,-0.836686,-0.710394,0.819,1.30151,0.00456232,-0.111334,0.869698
143986,0.142683,-0.402812,-0.429505,0.879096,0.974813,0.298535,-0.0338054,-0.290902,0.173488
54998,1.11977,-0.491267,0.171445,-0.29732,0.153585,-0.2084,-0.187809,-0.338467,-0.461889
8924,-0.0864255,0.770473,0.191333,-0.256451,-0.29504,0.831581,0.0784301,-0.682391,-0.331179
98443,0.207031,-2.14755,1.00294,-0.254891,-0.427744,0.104543,-0.373839,0.515931,-0.733508
128445,0.382089,0.582164,0.672022,-0.362227,1.22902,-0.0498073,-0.576371,-0.814573,0.526493
144568,1.0459,-0.218612,0.481822,-0.829283,0.717181,-0.288801,0.241546,-0.183652,0.846054
133437,-0.768694,0.172925,1.0435,0.783132,-0.227837,0.242844,0.636124,0.139724,-0.385192
65532,0.701255,-0.787338,0.152658,0.198033,0.765489,-0.284154,0.0905431,-0.202118,-0.272648
40793,0.298383,-0.313264,-0.0433834,0.50858,0.0265827,0.347867,-0.308365,-0.399353,-0.106332
39856,0.85211,0.352485,-0.186587,-0.174987,-0.246533,0.427173,-0.214188,-0.127504,-0.325945
92828,0.964979,0.899663,-0.393074,-0.102519,-0.00831075,0.225408,-0.393535,-0.0937943,-0.235425
121288,0.817212,0.583276,-0.245602,-0.0441031,-0.0239935,0.615792,0.176398,-0.157343,-0.160456
66171,-0.0700049,-0.142081,-0.241969,0.224395,0.170359,0.696846,0.0567351,-0.00201863,-0.096763
86246,0.680661,-1.00839,-0.460783,0.344704,-0.0347683,-0.70445,-0.0495481,0.124817,-0.20533
35964,-0.522603,0.159786,0.125962,0.54758,-0.298358,0.227563,0.649506,-0.942415,-0.214226
54986,-0.678078,1.84266,0.0855796,1.23317,-0.89584,-0.855798,0.498253,0.28106,0.378291
126008,1.01595,0.889207,0.164796,-0.214581,-0.505516,-0.94127,1.52078,-0.479844,-0.404293
124969,0.871278,1.5713,0.636597,-0.215812,-0.312332,-0.994723,1.17687,-0.598276,-0.735129
124965,0.7396,0.994154,0.646933,-0.18596,-0.42891,-0.996534,1.30424,-0.429038,-0.504519
122588,0.796115,1.13522,0.568291,-0.277951,-0.326884,-0.92171,1.22778,-0.372814,-0.569419
102548,0.187488,0.579443,0.18517,-0.399052,0.727396,0.298237,-0.162625,-0.994483,0.0764743
138788,-0.726761,-0.199421,0.332199,1.0871,0.584942,-0.217419,0.383745,-0.21029,0.122711
66424,-0.224398,-0.564885,0.731284,0.192763,0.127591,-0.632841,-0.0906852,-0.897707,-0.567818
1339,-0.890624,-0.115662,0.268113,0.570961,-0.279408,0.00124416,0.295362,-0.450223,0.751608
71061,-0.297173,0.4738,0.858768,0.540766,0.728005,-0.326567,-0.527539,-1.06601,0.374595
59946,0.296486,-0.292364,0.566899,0.279225,0.35814,-0.28947,0.754127,-0.50665,-0.782788
91872,0.601546,-0.35153,0.571455,0.300417,0.269333,-0.310289,0.78196,-0.740527,-1.01616
66356,0.36796,-0.352902,0.451566,0.487643,0.508951,-0.536662,0.62892,-0.863778,-0.884292
131366,0.199958,-0.508423,-0.274804,-0.0257221,-0.340453,0.342169,-0.289532,-0.156721,-0.0485605
100423,0.0266486,-0.197325,0.467011,0.650166,0.72852,0.00996821,-0.0418022,-0.0524804,-0.229503
938,-0.988505,0.448712,0.0409075,0.138274,-0.486825,0.534106,0.442244,0.482133,0.654647
113294,0.326659,0.219292,0.00309208,0.0812229,0.578004,0.868798,-0.336135,-0.450383,-0.391416
133848,0.642469,-0.635772,0.144759,0.20858,1.0069,0.136917,-0.207934,0.12315,-0.0553437
136558,0.824461,0.63853,-1.31542,0.397133,0.249102,-1.03217,-0.22609,-0.141277,0.0820941
13823,0.36777,-0.267516,-0.225186,-0.0565281,-0.0695824,0.409469,0.185571,-0.0722646,-0.0836613
140125,0.93965,-0.353562,0.845489,-0.266562,1.26679,0.266249,0.194293,-0.612482,-1.03087
17816,-1.05231,-0.0057057,0.736252,1.02293,-1.09949,-0.390985,0.48577,0.549832,0.078286
7805,0.122752,0.0698954,-0.0482127,0.0363375,-0.410501,0.317488,0.275704,-0.483471,-0.335414
100901,0.521035,-0.0869287,-0.0150871,0.352908,0.619257,0.473696,0.168188,-0.159074,-0.280966
121297,0.475379,-0.45468,-0.287514,-0.0960499,0.672452,0.698052,0.00545035,0.080924,0.0928932
41585,-1.06356,0.356759,-0.374927,1.03822,-0.072243,0.801515,-0.371066,0.23253,-0.793702
172,0.554958,-0.0639372,-0.797779,-0.175417,-0.31099,0.77212,-0.070112,-0.352024,-0.193366
136063,0.447042,-0.310953,-0.0833709,0.258064,0.685225,0.576613,-0.18846,-0.00887537,-0.25617
37904,0.531784,-0.0433938,0.261227,-0.11577,-0.196781,0.0967465,-0.0993649,-0.211408,-0.157299
119506,1.04166,-0.653556,0.0364545,-0.374685,0.506825,0.287345,-0.394948,-0.142834,-0.130219
43570,0.596305,-0.230764,-0.268458,-0.200457,0.0719199,0.472032,0.012171,-0.0742149,0.118474
177160,0.390639,0.246019,0.323197,-0.434097,0.285197,0.877578,-0.272468,0.196553,-1.12634
138431,0.598607,0.207765,0.880527,0.17583,1.32689,-0.319229,1.46326,-0.204645,-0.569288
31481,0.851549,0.336206,0.192322,-0.595303,0.564275,-0.0242018,0.692448,-0.334184,-0.914199
125153,1.6711,-0.460482,-0.403746,-0.420621,0.755495,-0.695229,-1.15574,0.119813,0.182869
109779,-0.00014016,-0.924813,-0.336188,0.153476,0.466853,0.635243,0.119189,-0.530368,-0.462026
42776,0.651415,-0.737121,0.459272,-0.0197397,0.556512,-0.476476,0.812385,-0.813085,0.0797443
128537,-0.548623,-1.26285,0.952863,0.250704,-0.265905,0.104437,-0.143753,0.459754,1.04267
37046,0.683079,-0.0779371,-0.135027,-0.317213,0.911317,0.442292,-0.0854885,-0.494197,-0.227792
124390,-0.24496,-0.317292,0.289678,0.714536,-0.281106,-0.466474,-0.039021,-0.597299,0.0751445
144761,-0.229146,-0.0128261,0.322594,-0.0885352,0.569726,0.768847,-0.659404,-0.594541,0.0971962
68083,-1.02282,-0.135735,0.225643,1.00574,-0.0446934,0.548192,-0.950114,0.727996,-0.00712425
142992,0.340596,0.129931,0.0803219,-0.000564469,0.233235,0.988973,0.0278651,0.122535,0.0550491
132372,0.504747,-0.245993,-0.319012,0.184477,0.412909,0.573934,-0.270954,0.0399085,-0.306677
98778,0.43048,0.691443,-0.341756,-0.602502,-0.0489695,0.97124,0.056907,-0.0391324,-0.598409
155322,-0.0566649,-0.670782,-0.318259,0.011142,-0.00889342,0.397329,0.755987,-0.158488,0.662232
24703,-0.318998,-0.20119,0.578117,0.414225,0.880736,0.83552,0.60407,-0.170495,0.991097
54361,0.231939,-0.170786,-0.051986,0.500995,0.885851,0.216322,0.777496,-0.564112,1.14042
11170,0.746828,-0.0658339,0.135138,0.19061,0.806273,0.0620595,0.203903,-0.0163214,0.469305
27976,0.35185,-0.0490946,0.318334,0.223973,1.42312,0.443432,1.02976,-0.335385,1.0184
8203,0.346061,0.0175244,-0.561502,-0.19768,-0.458821,0.469196,0.184874,-0.319946,-0.0749358
2655,0.741872,-0.0662333,-0.251604,-0.431096,0.0619983,0.674193,0.0399882,-0.0669538,0.198008
144239,0.419581,0.230289,0.664952,-0.978249,0.33679,0.705308,-0.178842,0.0631632,0.152389
37759,0.240862,0.127051,0.0382025,0.182137,-0.108178,0.939489,-0.156146,-0.064286,-0.215069
116954,0.208664,-0.220801,-0.118486,0.165753,0.0742726,0.882805,0.0438624,-0.547446,0.0115197
154246,0.459234,-0.482739,-0.989357,0.641512,0.213949,0.22995,-0.269307,0.153957,0.0693479
54043,0.831256,-0.123608,-0.466189,0.250685,0.382538,0.627085,0.0242498,-0.0148893,-0.137703
28023,0.395014,-0.107757,-0.0235325,0.543757,0.318523,0.359011,-0.291772,-0.341354,-0.175924
8098,-0.103329,1.35825,-0.203667,0.0115526,0.131839,0.538979,0.61979,-0.702918,0.163909
73761,0.57282,-0.58356,-0.329258,-0.117854,-0.0286431,0.159628,0.0889753,-0.270237,-0.404614
122515,1.53608,-0.343636,-1.12149,-0.345887,0.523474,-0.335286,-0.171764,-0.0187111,-0.0257323
257,-0.439148,-0.133843,0.558781,0.595764,-0.284486,-0.128982,-0.0666181,-0.240788,-0.106136
70323,0.42197,0.114848,0.0870267,0.402531,0.644889,0.561609,-0.209489,-0.58527,-0.678879
87821,0.629061,-0.0611728,-0.2691,-0.251071,0.260821,-0.0873366,-0.665623,0.380579,0.340157
111732,0.672948,-0.468479,-0.534097,0.00363186,0.013839,0.00626488,-0.27289,-0.128255,-0.109199
142084,0.773882,0.417838,0.375595,-0.0814081,0.308404,0.411627,-1.24954,0.40162,0.619633
27162,0.703568,-0.193092,-0.136564,0.402966,0.269085,0.359964,-0.236249,0.567847,-0.358247
112138,0.47101,0.0909725,0.570959,-0.238169,0.484803,-0.0799485,-0.382558,-0.836603,0.54575
117959,0.261247,0.0291761,-0.735247,0.445563,0.255537,0.672616,-0.314588,0.0845398,0.268832
29368,0.218953,-0.497694,1.09012,0.207716,0.204718,-0.40611,0.222606,-0.546723,-0.12869
97842,0.77524,-0.317676,-0.369578,0.107185,0.519994,-0.0250546,0.0308672,-0.0860873,-0.282407
52461,0.786642,-0.723681,0.0543446,0.306831,0.660108,0.283055,-0.136083,-0.0385427,-0.0644877
146652,0.945693,-0.0307326,0.430181,0.15526,1.40587,0.32619,-0.358954,-0.119083,0.0863157
129437,0.627845,-0.106651,0.444962,0.678748,1.12414,-0.153361,-0.381028,-0.0879019,-0.300447
127398,0.487165,0.175221,0.250567,-0.23127,0.650878,-0.0222141,0.151636,-0.138598,-0.039887
59959,0.83085,-0.362828,0.222952,-0.572212,0.0649833,0.261903,-0.318657,-0.0968504,-0.380538
125618,0.675665,-0.236635,-0.308566,0.0222098,0.487981,0.0769837,-0.207715,-0.21922,0.0523428
111173,-0.173185,0.23898,0.087435,0.203453,-0.810772,0.456425,-0.797495,-0.23026,-0.70199
134453,0.315585,0.136454,-0.256498,-0.0537005,0.247463,0.85713,-0.165022,0.0979837,0.313485
40237,0.208974,-0.430917,-0.349946,0.493598,0.288924,0.161693,-0.176594,-0.20578,0.292008
173341,0.0588063,-0.206492,-0.965989,-0.0111362,-0.105863,0.724392,0.95561,-1.13726,0.520077
327,0.0917156,0.600666,-0.108378,-0.019842,-0.0356387,1.01826,0.566042,-0.174349,0.449957
77423,0.613672,-0.178815,0.803848,-0.605554,1.10572,0.00347679,0.471683,0.314918,-0.109515
20437,0.412658,-0.400286,-0.202345,-0.187935,0.590635,0.789798,-0.635231,-0.103341,-0.10614
110327,1.14085,-0.115806,-0.316051,0.715068,0.700015,-0.142655,-0.413339,0.240726,-0.367748
50,0.38712,-0.129135,-0.644182,0.256314,-0.186626,0.609794,0.050538,0.0186275,-0.429277
121122,-0.732598,-0.927964,0.976558,0.905913,-0.00122257,0.246729,-1.68171,-0.151827,0.199814
158339,-0.250062,0.482383,0.113777,-0.22925,0.845187,1.33227,0.189971,-0.222957,0.266895
131891,-0.175924,-0.673443,0.29935,0.0133969,0.778257,0.438315,-0.274351,0.733599,0.34154
129622,0.640349,0.402517,-0.163674,0.238509,0.51317,0.970865,-0.522987,-0.225736,-0.31023
96848,1.44934,-0.108189,0.272068,-0.973006,1.06987,-0.906363,0.740135,0.03753,-0.882149
101721,1.45422,0.584511,0.701033,-0.994726,0.67759,-0.995021,0.215066,-0.455011,-0.981707
139030,0.243823,0.121993,0.31535,-0.308734,-0.041618,0.535522,-0.588141,-0.841842,-0.397977
124708,0.685456,-0.0827706,0.578007,0.100405,0.94,0.095765,0.22258,-0.671456,-0.186507
41835,-1.07479,-0.714453,0.789384,-0.0632845,-0.904675,0.6695,-0.00189893,-0.072321,0.534634
91523,0.107473,0.283194,-0.375011,-0.188662,-0.232027,0.342254,0.560344,0.0781725,-0.418562
112598,-0.0614202,0.578066,-0.310415,0.407925,0.451564,0.129491,0.229095,-0.514911,1.01406
32674,-0.126952,-0.258273,0.638815,0.366842,1.40707,-0.111133,0.895385,-0.495464,1.32182
21763,0.596819,0.0340718,-0.44196,-0.164196,-0.109431,0.125086,0.361081,-0.217697,-0.411393
181304,0.742762,0.441324,-0.0743229,-0.179464,1.06381,0.96332,-0.358258,-0.717454,0.0886156
2342,-0.846027,0.771099,0.459588,1.04148,-0.368508,-0.284268,0.148705,-0.0724003,0.311083
140519,-1.15719,1.391,1.22802,-0.380081,3.02008,0.453849,0.306548,1.27775,2.83029
123219,0.384094,-0.622218,-0.74168,0.115314,0.378198,-0.046294,0.263222,-0.0501528,0.325686
3086,-0.719775,0.465517,0.751649,0.218518,0.212036,0.290844,-0.0310151,-0.283556,0.552323
71836,0.0369371,-0.425883,-0.595943,-0.0750905,0.0629957,0.494142,0.185965,-0.224732,0.549493
40238,-0.173061,0.44038,-0.0129568,-0.435324,-0.795919,-1.55833,0.83354,-1.40261,0.595965
150658,0.712824,-0.0981072,-0.196248,0.288948,0.784678,0.441233,-0.312952,-0.323084,-0.109643
133038,0.270157,-0.176248,0.787696,0.60201,1.44043,-0.0271886,0.0146005,0.740354,-0.080491
151007,0.630901,-0.421399,0.381816,0.467978,1.5076,-0.147282,0.234949,-0.338485,0.158617
30367,0.205245,-0.583797,-0.111717,0.285921,-0.0716876,0.254218,0.329336,-0.208825,0.014437
91620,0.226379,-0.328532,-0.48267,0.980814,0.369931,0.0753839,-0.241476,0.271446,0.32953
37371,0.0865988,-0.223113,-0.681819,0.00181143,-0.341931,0.832042,-0.0395081,-0.419323,0.121835
24480,0.84098,-0.583703,-0.623143,0.555789,0.135847,-0.327748,0.0438492,0.181119,-0.37712
141791,0.0640693,-0.0149064,-0.418819,0.680821,-0.118884,0.620635,0.368694,-0.079112,-0.159429
43264,-0.209956,-0.382024,0.0446548,-0.207595,-0.561608,0.924818,-0.330024,-0.315221,-0.103468
123607,0.65894,0.334095,0.7971,-1.17997,0.461822,0.0494202,0.492753,-0.213308,0.0606899
127997,0.353223,-0.107538,-0.470126,-0.16164,-0.206916,0.41224,-0.0864097,0.247768,0.103761
143519,0.544482,-0.627367,0.10972,-0.535624,0.423427,0.629235,-0.528024,-0.19775,0.209049
91536,0.210749,0.0375455,0.331294,0.810751,0.681354,-0.404888,-0.102946,-0.0543205,-0.218777
25669,0.0196396,0.0429261,-0.346023,0.463488,-0.113926,0.52948,0.394747,0.344588,-0.0279895
28143,0.919233,0.728651,-0.532339,-0.797862,1.04742,-0.329578,0.185831,0.35004,-0.539256
3837,-0.476512,0.430861,-0.363152,0.698818,-0.367606,0.0543,-0.215795,-0.735183,-0.0629486
150146,0.275069,0.25421,-0.548952,0.792604,-0.187979,0.772755,-0.643889,-0.933957,-0.325791
161417,0.27164,0.0253309,-0.27272,0.00565122,0.274084,0.810706,0.0436862,-0.155083,0.0618722
144270,0.0763746,-0.917748,-0.443402,0.30347,0.35553,0.143452,-0.234544,-0.498362,0.0471385
41114,0.775806,0.922443,0.10764,-0.646785,0.295976,0.410482,-0.774036,-0.444577,-0.633826
34887,0.323738,-0.169016,0.103894,0.166028,-0.143574,0.334237,-0.474628,-0.129138,-0.303128
91514,0.177505,0.648096,-0.353375,0.15744,0.454284,1.03231,-0.581501,-0.252112,0.740011
137297,-0.561395,-0.155965,-0.263838,0.566222,1.5548,1.77895,0.448104,0.37823,0.645881
183880,0.548655,-0.319194,-0.461281,0.153881,0.386693,0.295909,-0.201593,-0.767559,0.669824
634,-0.0190327,-0.26046,0.257124,0.173619,-0.372715,0.308808,-0.0386544,-0.5634,-0.15553
132531,1.17232,0.102451,-0.375537,-0.191321,1.22131,0.344224,-0.60006,-0.299087,-0.213596
37380,0.394627,-0.0606939,-0.508961,0.135442,0.360039,0.307517,0.0423794,-0.137176,-0.302511
20545,-0.519262,1.27549,-0.0458608,0.0121529,0.396494,0.0289669,-0.23282,-0.296087,0.665116
89910,0.116147,0.0503983,0.723605,0.742055,0.69476,0.179765,0.0022834,-0.423933,0.0508722
21523,0.178928,-0.189888,0.496282,0.728974,0.458786,-0.636281,0.228299,-0.320223,-0.120915
144733,1.24937,-0.116671,-1.01634,-0.0842531,0.65042,-0.42889,-0.145631,0.823334,-0.364748
23890,-0.104766,0.19431,0.115104,-0.319454,-0.514437,1.00631,0.520276,-0.184589,-0.0743306
108745,0.880983,-0.0741786,-0.281453,0.128959,0.931043,-0.104847,-0.422941,0.0995891,-0.492947
102652,0.493015,0.393946,0.663406,0.183788,1.24889,0.157915,-0.321496,-0.48174,-0.384642
15062,0.567906,-0.393995,0.285038,0.139517,0.479974,-0.124045,-0.370517,-0.226897,-0.571164
121423,-0.466089,-0.563748,-0.135016,0.596118,0.0185101,0.481266,-0.342021,-0.154623,0.170241
17053,-0.50524,-0.100828,-0.0244855,0.472486,-0.187132,0.449685,0.976517,-0.368263,0.0952382
40692,1.57798,-0.0847673,-0.404824,0.155604,-0.96716,-1.48407,-0.407038,-0.693844,-1.58652
122522,0.481092,0.0637522,0.130262,0.549729,0.695509,-0.789429,-0.669914,-0.748762,0.087813
